Reference,Constellation,Epoch,Satellite_ID,Azimuth,Elevation
WROC,CENTISPACE,2025-03-31 12:00:00,90028,32.23683243350769,-59.25616349592754
WROC,CENTISPACE,2025-03-31 12:00:00,90029,350.7009197524394,-50.50743405337918
WROC,CENTISPACE,2025-03-31 12:00:00,90030,317.3655889414517,-37.238727912222686
WROC,CENTISPACE,2025-03-31 12:00:00,90031,282.16928004685747,-23.883207824104566
WROC,CENTISPACE,2025-03-31 12:00:00,90032,236.79674990968397,-16.65543550264086
WROC,CENTISPACE,2025-03-31 12:00:00,90033,189.9440412167865,-22.161124250552266
WROC,CENTISPACE,2025-03-31 12:00:00,90034,153.39910407133962,-35.110574939042166
WROC,CENTISPACE,2025-03-31 12:00:00,90035,120.41274121943539,-48.66232229515956
WROC,CENTISPACE,2025-03-31 12:00:00,90036,80.54917897153842,-58.43728893457515
WROC,CENTISPACE,2025-03-31 12:00:00,90037,107.67853335956194,-51.54826538518319
WROC,CENTISPACE,2025-03-31 12:00:00,90038,75.46007542959693,-68.9456328346731
WROC,CENTISPACE,2025-03-31 12:00:00,90039,3.2347942349334557,-72.64834693829197
WROC,CENTISPACE,2025-03-31 12:00:00,90040,319.43381292560923,-57.68238189308217
WROC,CENTISPACE,2025-03-31 12:00:00,90041,298.1453602335107,-37.84054641497496
WROC,CENTISPACE,2025-03-31 12:00:00,90042,275.32994586962934,-15.846180806683961
WROC,CENTISPACE,2025-03-31 12:00:00,90043,223.16402752764643,4.833002982144496
WROC,CENTISPACE,2025-03-31 12:00:00,90044,155.54860180446158,-8.258818889263656
WROC,CENTISPACE,2025-03-31 12:00:00,90045,127.63037519940704,-30.988269674745712
WROC,CENTISPACE,2025-03-31 12:00:00,90046,115.4290807943223,-3.403763574562833
WROC,CENTISPACE,2025-03-31 12:00:00,90047,93.73853320416556,-29.72680140448865
WROC,CENTISPACE,2025-03-31 12:00:00,90048,79.73645209133069,-51.93568144568793
WROC,CENTISPACE,2025-03-31 12:00:00,90049,54.66821902802757,-71.70132753473473
WROC,CENTISPACE,2025-03-31 12:00:00,90050,324.65389969437985,-77.23297601609553
WROC,CENTISPACE,2025-03-31 12:00:00,90051,282.5472151353067,-59.67829594912861
WROC,CENTISPACE,2025-03-31 12:00:00,90052,267.1968883046203,-38.27255248698442
WROC,CENTISPACE,2025-03-31 12:00:00,90053,250.9238527435745,-14.075896750971802
WROC,CENTISPACE,2025-03-31 12:00:00,90054,199.27426780150034,16.30483741249569
WROC,CENTISPACE,2025-03-31 12:00:30,90001,210.0323925620367,-16.156873140826196
WROC,CENTISPACE,2025-03-31 12:00:30,90002,157.48608924077047,2.348849568271448
WROC,CENTISPACE,2025-03-31 12:00:30,90003,93.7289628778587,-9.929878254235764
WROC,CENTISPACE,2025-03-31 12:00:30,90004,64.87998351716858,-31.620972381921113
WROC,CENTISPACE,2025-03-31 12:00:30,90005,43.42281604936409,-51.615515980060415
WROC,CENTISPACE,2025-03-31 12:00:30,90006,9.440307806701249,-68.23605206351449
WROC,CENTISPACE,2025-03-31 12:00:30,90007,300.6619279873412,-71.26809612893433
WROC,CENTISPACE,2025-03-31 12:00:30,90008,257.3559482706649,-56.85158864034819
WROC,CENTISPACE,2025-03-31 12:00:30,90009,234.67275207357264,-37.48755455199939
WROC,CENTISPACE,2025-03-31 12:00:30,90010,249.65019718313945,-50.960678790143646
WROC,CENTISPACE,2025-03-31 12:00:30,90011,214.4127311930581,-39.28073190882508
WROC,CENTISPACE,2025-03-31 12:00:30,90012,178.83389176887405,-27.0483798124518
WROC,CENTISPACE,2025-03-31 12:00:30,90013,135.57866437542933,-19.588140144154615
WROC,CENTISPACE,2025-03-31 12:00:30,90014,89.54610009659349,-22.775414642828725
WROC,CENTISPACE,2025-03-31 12:00:30,90015,51.26549489925918,-33.73991690633477
WROC,CENTISPACE,2025-03-31 12:00:30,90016,17.08701644800775,-46.1713688162784
WROC,CENTISPACE,2025-03-31 12:00:30,90017,338.31488210173086,-55.68858164393962
WROC,CENTISPACE,2025-03-31 12:00:30,90018,292.1953545592621,-57.74360699162167
WROC,CENTISPACE,2025-03-31 12:00:30,90019,323.54799687171305,-42.47222399902638
WROC,CENTISPACE,2025-03-31 12:00:30,90020,283.8436617495421,-39.58167009235252
WROC,CENTISPACE,2025-03-31 12:00:30,90021,244.08216825996956,-36.690610837929
WROC,CENTISPACE,2025-03-31 12:00:30,90022,203.85760253551285,-35.16670489568445
WROC,CENTISPACE,2025-03-31 12:00:30,90023,163.48020492333498,-35.770326500572786
WROC,CENTISPACE,2025-03-31 12:00:30,90024,123.49651994216597,-38.19425849563392
WROC,CENTISPACE,2025-03-31 12:00:30,90025,83.81339992131488,-41.26342305016773
WROC,CENTISPACE,2025-03-31 12:00:30,90026,43.89292251570929,-43.56274050985789
WROC,CENTISPACE,2025-03-31 12:00:30,90027,3.6398718285791287,-44.03961303166907
WROC,CENTISPACE,2025-03-31 12:00:30,90028,28.59880814048102,-58.827682288241135
WROC,CENTISPACE,2025-03-31 12:00:30,90029,347.9441064058097,-49.54607097896183
WROC,CENTISPACE,2025-03-31 12:00:30,90030,314.83081942863083,-36.14077882900454
WROC,CENTISPACE,2025-03-31 12:00:30,90031,279.02269048386535,-23.007471978831845
WROC,CENTISPACE,2025-03-31 12:00:30,90032,232.92901975051444,-16.658528501051705
WROC,CENTISPACE,2025-03-31 12:00:30,90033,186.76016441411826,-23.060124074239038
WROC,CENTISPACE,2025-03-31 12:00:30,90034,150.85413117365786,-36.21948526772236
WROC,CENTISPACE,2025-03-31 12:00:30,90035,117.66447254553272,-49.614957088684775
WROC,CENTISPACE,2025-03-31 12:00:30,90036,76.93597025075233,-58.856658391335216
WROC,CENTISPACE,2025-03-31 12:00:30,90037,105.96047359407946,-53.06926670219082
WROC,CENTISPACE,2025-03-31 12:00:30,90038,71.36578422763918,-69.98148802685738
WROC,CENTISPACE,2025-03-31 12:00:30,90039,358.0059051314168,-71.89029733570668
WROC,CENTISPACE,2025-03-31 12:00:30,90040,317.4877591826462,-56.207215417341565
WROC,CENTISPACE,2025-03-31 12:00:30,90041,296.6783851586283,-36.18818489077288
WROC,CENTISPACE,2025-03-31 12:00:30,90042,272.9003031073499,-14.028420384828317
WROC,CENTISPACE,2025-03-31 12:00:30,90043,216.7997128811779,5.350724788959816
WROC,CENTISPACE,2025-03-31 12:00:30,90044,152.51368763532167,-10.13201030891561
WROC,CENTISPACE,2025-03-31 12:00:30,90045,126.10177582437679,-32.68471056346788
WROC,CENTISPACE,2025-03-31 12:00:30,90046,112.80525388321347,-5.778882449674674
WROC,CENTISPACE,2025-03-31 12:00:30,90047,92.67685031024023,-31.563919728977428
WROC,CENTISPACE,2025-03-31 12:00:30,90048,78.5622648812198,-53.59416786223685
WROC,CENTISPACE,2025-03-31 12:00:30,90049,50.982126263666295,-73.03510036281943
WROC,CENTISPACE,2025-03-31 12:00:30,90050,318.36471696847383,-76.269758351162
WROC,CENTISPACE,2025-03-31 12:00:30,90051,281.08786247721775,-58.070580944780055
WROC,CENTISPACE,2025-03-31 12:00:30,90052,266.20487656704336,-36.50069161658866
WROC,CENTISPACE,2025-03-31 12:00:30,90053,249.1465232298142,-11.936346542162589
WROC,CENTISPACE,2025-03-31 12:00:30,90054,190.65626796705402,17.762499689998943
WROC,CENTISPACE,2025-03-31 12:01:00,90001,207.49286261600048,-14.397354596981659
WROC,CENTISPACE,2025-03-31 12:01:00,90002,151.5243289620531,2.78743314915916
WROC,CENTISPACE,2025-03-31 12:01:00,90003,90.62096607648814,-11.639525200912393
WROC,CENTISPACE,2025-03-31 12:01:00,90004,63.225308297029756,-33.26237172297565
WROC,CENTISPACE,2025-03-31 12:01:00,90005,41.599183603158394,-53.10277563600964
WROC,CENTISPACE,2025-03-31 12:01:00,90006,5.357453366703459,-69.22250106586348
WROC,CENTISPACE,2025-03-31 12:01:00,90007,295.6593414429195,-70.57764836499415
WROC,CENTISPACE,2025-03-31 12:01:00,90008,255.26925703908395,-55.431652277461474
WROC,CENTISPACE,2025-03-31 12:01:00,90009,233.08842170012085,-35.8695718408797
WROC,CENTISPACE,2025-03-31 12:01:00,90010,246.69211441836364,-50.17760327368313
WROC,CENTISPACE,2025-03-31 12:01:00,90011,211.77798055522928,-38.28315879347195
WROC,CENTISPACE,2025-03-31 12:01:00,90012,175.81052051474083,-26.172074845278942
WROC,CENTISPACE,2025-03-31 12:01:00,90013,131.90628213009956,-19.372184199176193
WROC,CENTISPACE,2025-03-31 12:01:00,90014,86.2256652732806,-23.417637847186665
WROC,CENTISPACE,2025-03-31 12:01:00,90015,48.55990563843955,-34.717704276745344
WROC,CENTISPACE,2025-03-31 12:01:00,90016,14.352582613931807,-47.09426077706686
WROC,CENTISPACE,2025-03-31 12:01:00,90017,334.9327300949177,-56.2093008183783
WROC,CENTISPACE,2025-03-31 12:01:00,90018,288.57164519758044,-57.53530357990802
WROC,CENTISPACE,2025-03-31 12:01:00,90019,320.4338262942179,-42.30277849416702
WROC,CENTISPACE,2025-03-31 12:01:00,90020,280.7425777584028,-39.37544328323084
WROC,CENTISPACE,2025-03-31 12:01:00,90021,240.9551543822991,-36.54314622690261
WROC,CENTISPACE,2025-03-31 12:01:00,90022,200.70372660884289,-35.1504415758867
WROC,CENTISPACE,2025-03-31 12:01:00,90023,160.3407645600654,-35.89381908102236
WROC,CENTISPACE,2025-03-31 12:01:00,90024,120.38849392445113,-38.396007509974005
WROC,CENTISPACE,2025-03-31 12:01:00,90025,80.70474774257954,-41.44893438527944
WROC,CENTISPACE,2025-03-31 12:01:00,90026,40.75689769615243,-43.64756532425467
WROC,CENTISPACE,2025-03-31 12:01:00,90027,0.4985530258684847,-43.98452852048877
WROC,CENTISPACE,2025-03-31 12:01:00,90028,25.028539190100414,-58.34056201212103
WROC,CENTISPACE,2025-03-31 12:01:00,90029,345.2341897138008,-48.5635910947815
WROC,CENTISPACE,2025-03-31 12:01:00,90030,312.2750671345344,-35.04694657539745
WROC,CENTISPACE,2025-03-31 12:01:00,90031,275.80063775158493,-22.175320845285338
WROC,CENTISPACE,2025-03-31 12:01:00,90032,229.06699197138624,-16.75186743585841
WROC,CENTISPACE,2025-03-31 12:01:00,90033,183.6513149045801,-23.994540594371138
WROC,CENTISPACE,2025-03-31 12:01:00,90034,148.32214059198864,-37.3252241171042
WROC,CENTISPACE,2025-03-31 12:01:00,90035,114.86336664276845,-50.539955468316954
WROC,CENTISPACE,2025-03-31 12:01:00,90036,73.26328295855389,-59.21357581903566
WROC,CENTISPACE,2025-03-31 12:01:00,90037,104.16598732238995,-54.57173576344222
WROC,CENTISPACE,2025-03-31 12:01:00,90038,66.90168215231515,-70.92869586905317
WROC,CENTISPACE,2025-03-31 12:01:00,90039,353.17981661236513,-71.01818544164759
WROC,CENTISPACE,2025-03-31 12:01:00,90040,315.637584456947,-54.71268717999668
WROC,CENTISPACE,2025-03-31 12:01:00,90041,295.19271490205017,-34.524853689246186
WROC,CENTISPACE,2025-03-31 12:01:00,90042,270.2852597472647,-12.202670179002567
WROC,CENTISPACE,2025-03-31 12:01:00,90043,210.31246292935577,5.5117129175582535
WROC,CENTISPACE,2025-03-31 12:01:00,90044,149.71723587486082,-12.000165057317894
WROC,CENTISPACE,2025-03-31 12:01:00,90045,124.60039531177618,-34.366738674354764
WROC,CENTISPACE,2025-03-31 12:01:00,90046,110.46595651015798,-8.083120192001063
WROC,CENTISPACE,2025-03-31 12:01:00,90047,91.64267745812602,-33.38158503028017
WROC,CENTISPACE,2025-03-31 12:01:00,90048,77.32974981528322,-55.24032260624052
WROC,CENTISPACE,2025-03-31 12:01:00,90049,46.741762338247014,-74.29861796108975
WROC,CENTISPACE,2025-03-31 12:01:00,90050,312.9059654067994,-75.17573876872534
WROC,CENTISPACE,2025-03-31 12:01:00,90051,279.72274765983843,-56.44816559719578
WROC,CENTISPACE,2025-03-31 12:01:00,90052,265.20320043029255,-34.713063239325606
WROC,CENTISPACE,2025-03-31 12:01:00,90053,247.1967441372375,-9.740929304279058
WROC,CENTISPACE,2025-03-31 12:01:00,90054,181.48265163972775,18.489375514737784
WROC,CENTISPACE,2025-03-31 12:01:30,90001,204.7751016194407,-12.633661691171417
WROC,CENTISPACE,2025-03-31 12:01:30,90002,145.47122905641876,2.9223382376995914
WROC,CENTISPACE,2025-03-31 12:01:30,90003,87.73430468144011,-13.362563023885919
WROC,CENTISPACE,2025-03-31 12:01:30,90004,61.604302706749785,-34.89429312007643
WROC,CENTISPACE,2025-03-31 12:01:30,90005,39.7039940144056,-54.572941857460656
WROC,CENTISPACE,2025-03-31 12:01:30,90006,0.9462177687211284,-70.12209092215296
WROC,CENTISPACE,2025-03-31 12:01:30,90007,290.9829997237515,-69.77659915881486
WROC,CENTISPACE,2025-03-31 12:01:30,90008,253.2827409398585,-53.98828062221528
WROC,CENTISPACE,2025-03-31 12:01:30,90009,231.49091641730692,-34.2386911456592
WROC,CENTISPACE,2025-03-31 12:01:30,90010,243.78393980983014,-49.36397134968528
WROC,CENTISPACE,2025-03-31 12:01:30,90011,209.14037510629063,-37.279978127477804
WROC,CENTISPACE,2025-03-31 12:01:30,90012,172.7313333060835,-25.32290992547856
WROC,CENTISPACE,2025-03-31 12:01:30,90013,128.21362648043004,-19.23005391306253
WROC,CENTISPACE,2025-03-31 12:01:30,90014,82.96460569007353,-24.10826297256949
WROC,CENTISPACE,2025-03-31 12:01:30,90015,45.88030118825635,-35.7046888211046
WROC,CENTISPACE,2025-03-31 12:01:30,90016,11.586633933001723,-48.00108198535112
WROC,CENTISPACE,2025-03-31 12:01:30,90017,331.49339150280434,-56.682164203341756
WROC,CENTISPACE,2025-03-31 12:01:30,90018,284.98062835049063,-57.268568320549086
WROC,CENTISPACE,2025-03-31 12:01:30,90019,317.32141160198603,-42.128949368066486
WROC,CENTISPACE,2025-03-31 12:01:30,90020,277.6406940667047,-39.1708938282873
WROC,CENTISPACE,2025-03-31 12:01:30,90021,237.8257415945132,-36.40289565335352
WROC,CENTISPACE,2025-03-31 12:01:30,90022,197.54953214818713,-35.14366134745519
WROC,CENTISPACE,2025-03-31 12:01:30,90023,157.2035185961659,-36.024200538612405
WROC,CENTISPACE,2025-03-31 12:01:30,90024,117.28162253920733,-38.59885836899885
WROC,CENTISPACE,2025-03-31 12:01:30,90025,77.5946309419493,-41.6295683114332
WROC,CENTISPACE,2025-03-31 12:01:30,90026,37.619492620180026,-43.72373173806438
WROC,CENTISPACE,2025-03-31 12:01:30,90027,357.3584501071802,-43.92095958038255
WROC,CENTISPACE,2025-03-31 12:01:30,90028,21.530356411389686,-57.79786730743069
WROC,CENTISPACE,2025-03-31 12:01:30,90029,342.56576139616897,-47.56232912319211
WROC,CENTISPACE,2025-03-31 12:01:30,90030,309.69316325096673,-33.95931529295935
WROC,CENTISPACE,2025-03-31 12:01:30,90031,272.5023704485737,-21.39145954636726
WROC,CENTISPACE,2025-03-31 12:01:30,90032,225.2229269907361,-16.93412044461703
WROC,CENTISPACE,2025-03-31 12:01:30,90033,180.61421270636174,-24.959794797684992
WROC,CENTISPACE,2025-03-31 12:01:30,90034,145.79771156405312,-38.425924860422896
WROC,CENTISPACE,2025-03-31 12:01:30,90035,112.00505244187008,-51.4349604125169
WROC,CENTISPACE,2025-03-31 12:01:30,90036,69.53892526398711,-59.50592399799888
WROC,CENTISPACE,2025-03-31 12:01:30,90037,102.28271033487884,-56.0540568088173
WROC,CENTISPACE,2025-03-31 12:01:30,90038,62.05058947982353,-71.7738604324839
WROC,CENTISPACE,2025-03-31 12:01:30,90039,348.7487060446865,-70.04681685511534
WROC,CENTISPACE,2025-03-31 12:01:30,90040,313.8693676243758,-53.20064680725476
WROC,CENTISPACE,2025-03-31 12:01:30,90041,293.6808720285969,-32.85039593540115
WROC,CENTISPACE,2025-03-31 12:01:30,90042,267.45904356290237,-10.373191498156816
WROC,CENTISPACE,2025-03-31 12:01:30,90043,203.8310435445324,5.3057350496250155
WROC,CENTISPACE,2025-03-31 12:01:30,90044,147.12920708820195,-13.857792189718628
WROC,CENTISPACE,2025-03-31 12:01:30,90045,123.11837797267435,-36.0347435503571
WROC,CENTISPACE,2025-03-31 12:01:30,90046,108.36323420119056,-10.321626537124288
WROC,CENTISPACE,2025-03-31 12:01:30,90047,90.62935102269154,-35.1813831203289
WROC,CENTISPACE,2025-03-31 12:01:30,90048,76.02770678325817,-56.87355924776738
WROC,CENTISPACE,2025-03-31 12:01:30,90049,41.84404301247899,-75.47416626086903
WROC,CENTISPACE,2025-03-31 12:01:30,90050,308.1829617104873,-73.97725823031521
WROC,CENTISPACE,2025-03-31 12:01:30,90051,278.4372444374172,-54.81209741341417
WROC,CENTISPACE,2025-03-31 12:01:30,90052,264.18587467172983,-32.90844969170139
WROC,CENTISPACE,2025-03-31 12:01:30,90053,245.04075700241043,-7.48361084009358
WROC,CENTISPACE,2025-03-31 12:01:30,90054,172.14517908934985,18.382016782169394
WROC,CENTISPACE,2025-03-31 12:02:00,90001,201.85499551291753,-10.870777018963892
WROC,CENTISPACE,2025-03-31 12:02:00,90002,139.42704492964455,2.746339212205272
WROC,CENTISPACE,2025-03-31 12:02:00,90003,85.04521831213748,-15.091728338471217
WROC,CENTISPACE,2025-03-31 12:02:00,90004,60.009069674948655,-36.516628002155706
WROC,CENTISPACE,2025-03-31 12:02:00,90005,37.72492741483004,-56.024244313533494
WROC,CENTISPACE,2025-03-31 12:02:00,90006,356.1960497763444,-70.92265055456423
WROC,CENTISPACE,2025-03-31 12:02:00,90007,286.6358723679376,-68.87721494332104
WROC,CENTISPACE,2025-03-31 12:02:00,90008,251.38336868513784,-52.52356973699498
WROC,CENTISPACE,2025-03-31 12:02:00,90009,229.87254854297004,-32.594880617272224
WROC,CENTISPACE,2025-03-31 12:02:00,90010,240.92266170999864,-48.521990253917764
WROC,CENTISPACE,2025-03-31 12:02:00,90011,206.49527695089688,-36.27308557850574
WROC,CENTISPACE,2025-03-31 12:02:00,90012,169.5937456710319,-24.504650467443856
WROC,CENTISPACE,2025-03-31 12:02:00,90013,124.50935940696607,-19.163338730521257
WROC,CENTISPACE,2025-03-31 12:02:00,90014,79.76362314063537,-24.8434630340742
WROC,CENTISPACE,2025-03-31 12:02:00,90015,43.222386100153564,-36.698694348030806
WROC,CENTISPACE,2025-03-31 12:02:00,90016,8.784722728480663,-48.889652942184284
WROC,CENTISPACE,2025-03-31 12:02:00,90017,327.99966607862217,-57.10460465714764
WROC,CENTISPACE,2025-03-31 12:02:00,90018,281.42916428874946,-56.94473847198034
WROC,CENTISPACE,2025-03-31 12:02:00,90019,314.2106444139065,-41.95109386902771
WROC,CENTISPACE,2025-03-31 12:02:00,90020,274.53783902152736,-38.96838530179409
WROC,CENTISPACE,2025-03-31 12:02:00,90021,234.693977371377,-36.27007446200656
WROC,CENTISPACE,2025-03-31 12:02:00,90022,194.3952334127403,-35.14628969647191
WROC,CENTISPACE,2025-03-31 12:02:00,90023,154.06850878089102,-36.16114253500876
WROC,CENTISPACE,2025-03-31 12:02:00,90024,114.17573682736904,-38.802425921602826
WROC,CENTISPACE,2025-03-31 12:02:00,90025,74.4829607714364,-41.80504324001421
WROC,CENTISPACE,2025-03-31 12:02:00,90026,34.480849741358554,-43.79117629780226
WROC,CENTISPACE,2025-03-31 12:02:00,90027,354.2196946238979,-43.849103090556696
WROC,CENTISPACE,2025-03-31 12:02:00,90028,18.107061889680853,-57.20278917535942
WROC,CENTISPACE,2025-03-31 12:02:00,90029,339.9333772123883,-46.544515484971456
WROC,CENTISPACE,2025-03-31 12:02:00,90030,307.08000371662354,-32.88007577990535
WROC,CENTISPACE,2025-03-31 12:02:00,90031,269.12822625497074,-20.66074921158663
WROC,CENTISPACE,2025-03-31 12:02:00,90032,221.40846412194352,-17.202974092690127
WROC,CENTISPACE,2025-03-31 12:02:00,90033,177.6449574787552,-25.95163730542635
WROC,CENTISPACE,2025-03-31 12:02:00,90034,143.27548465700872,-39.519768425801225
WROC,CENTISPACE,2025-03-31 12:02:00,90035,109.08549208115133,-52.297511742846794
WROC,CENTISPACE,2025-03-31 12:02:00,90036,65.77202103694982,-59.73193391440945
WROC,CENTISPACE,2025-03-31 12:02:00,90037,100.29684890754076,-57.51427086810644
WROC,CENTISPACE,2025-03-31 12:02:00,90038,56.81001408998351,-72.5025786565383
WROC,CENTISPACE,2025-03-31 12:02:00,90039,344.69090420354615,-68.98977821800581
WROC,CENTISPACE,2025-03-31 12:02:00,90040,312.17069692373565,-51.67262962452306
WROC,CENTISPACE,2025-03-31 12:02:00,90041,292.1350093459994,-31.164603682221603
WROC,CENTISPACE,2025-03-31 12:02:00,90042,264.3933197298997,-8.546434365909475
WROC,CENTISPACE,2025-03-31 12:02:00,90043,197.48328693401123,4.745919521137146
WROC,CENTISPACE,2025-03-31 12:02:00,90044,144.7226462425981,-15.70148338085618
WROC,CENTISPACE,2025-03-31 12:02:00,90045,121.64823829453626,-37.68901637593779
WROC,CENTISPACE,2025-03-31 12:02:00,90046,106.45793568833345,-12.500265578771334
WROC,CENTISPACE,2025-03-31 12:02:00,90047,89.63064766734406,-36.964671581828114
WROC,CENTISPACE,2025-03-31 12:02:00,90048,74.64315148861364,-58.4930461837787
WROC,CENTISPACE,2025-03-31 12:02:00,90049,36.18350129304599,-76.53925122203601
WROC,CENTISPACE,2025-03-31 12:02:00,90050,304.09011361956595,-72.69553251448293
WROC,CENTISPACE,2025-03-31 12:02:00,90051,277.21884018664014,-53.163149644089735
WROC,CENTISPACE,2025-03-31 12:02:00,90052,263.1465845857249,-31.085427865220648
WROC,CENTISPACE,2025-03-31 12:02:00,90053,242.6372853463859,-5.158504259189626
WROC,CENTISPACE,2025-03-31 12:02:00,90054,163.08005136471746,17.45636684340631
WROC,CENTISPACE,2025-03-31 12:02:30,90001,198.7064392598884,-9.115844219912809
WROC,CENTISPACE,2025-03-31 12:02:30,90002,133.49124070338948,2.268645344599637
WROC,CENTISPACE,2025-03-31 12:02:30,90003,82.5315171128757,-16.821797317384032
WROC,CENTISPACE,2025-03-31 12:02:30,90004,58.432036245977116,-38.1292467527319
WROC,CENTISPACE,2025-03-31 12:02:30,90005,35.64830532645569,-57.45458831923384
WROC,CENTISPACE,2025-03-31 12:02:30,90006,351.1094154749892,-71.61133135088915
WROC,CENTISPACE,2025-03-31 12:02:30,90007,282.60863986070603,-67.89115385563623
WROC,CENTISPACE,2025-03-31 12:02:30,90008,249.55930834147432,-51.03927937526195
WROC,CENTISPACE,2025-03-31 12:02:30,90009,228.2252599030929,-30.938042888764873
WROC,CENTISPACE,2025-03-31 12:02:30,90010,238.10492441368046,-47.653809484345096
WROC,CENTISPACE,2025-03-31 12:02:30,90011,203.8380063629263,-35.26442898174104
WROC,CENTISPACE,2025-03-31 12:02:30,90012,166.3957573975436,-23.721264764964264
WROC,CENTISPACE,2025-03-31 12:02:30,90013,120.80250944167713,-19.17293411599868
WROC,CENTISPACE,2025-03-31 12:02:30,90014,76.62257723287249,-25.61945822694759
WROC,CENTISPACE,2025-03-31 12:02:30,90015,40.58176360634148,-37.69762633288429
WROC,CENTISPACE,2025-03-31 12:02:30,90016,5.94250606441634,-49.757719808705275
WROC,CENTISPACE,2025-03-31 12:02:30,90017,324.4554416312782,-57.474191563618774
WROC,CENTISPACE,2025-03-31 12:02:30,90018,277.92324030045484,-56.5654274505491
WROC,CENTISPACE,2025-03-31 12:02:30,90019,311.10139860024253,-41.76956964180432
WROC,CENTISPACE,2025-03-31 12:02:30,90020,271.4338432317571,-38.76827342405571
WROC,CENTISPACE,2025-03-31 12:02:30,90021,231.55991905139228,-36.144882437481044
WROC,CENTISPACE,2025-03-31 12:02:30,90022,191.24103522179124,-35.1582352057947
WROC,CENTISPACE,2025-03-31 12:02:30,90023,150.93575315628678,-36.304311809791685
WROC,CENTISPACE,2025-03-31 12:02:30,90024,111.07065860907463,-39.00633159548604
WROC,CENTISPACE,2025-03-31 12:02:30,90025,71.3696563370088,-41.97508991643841
WROC,CENTISPACE,2025-03-31 12:02:30,90026,31.341112943827426,-43.84985088651759
WROC,CENTISPACE,2025-03-31 12:02:30,90027,351.0823983875848,-43.76916652376371
WROC,CENTISPACE,2025-03-31 12:02:30,90028,14.760019050853694,-56.55858388338632
WROC,CENTISPACE,2025-03-31 12:02:30,90029,337.33157947645657,-45.51228460056998
WROC,CENTISPACE,2025-03-31 12:02:30,90030,304.4305544885942,-31.811541901271234
WROC,CENTISPACE,2025-03-31 12:02:30,90031,265.6797494670266,-19.988132462742318
WROC,CENTISPACE,2025-03-31 12:02:30,90032,217.6342772426838,-17.5552326128751
WROC,CENTISPACE,2025-03-31 12:02:30,90033,174.73915585511995,-26.96614697730316
WROC,CENTISPACE,2025-03-31 12:02:30,90034,140.75014968451808,-40.604968493481344
WROC,CENTISPACE,2025-03-31 12:02:30,90035,106.10105589142364,-53.125052704688535
WROC,CENTISPACE,2025-03-31 12:02:30,90036,61.97280758997505,-59.890241086745355
WROC,CENTISPACE,2025-03-31 12:02:30,90037,98.19294577894424,-58.95002189299232
WROC,CENTISPACE,2025-03-31 12:02:30,90038,51.19850823332973,-73.10013075616456
WROC,CENTISPACE,2025-03-31 12:02:30,90039,340.9768247965693,-67.85912875542093
